payment_id,booking_id,payment_date,amount_cents,payment_method,payment_status
P00005144,B00004665,2025-09-05,801900,Bank Transfer,settled
P00005145,B00004666,2025-08-07,101400,Credit Card,settled
P00005146,B00004666,2025-08-31,-19304,Points,refunded
P00005147,B00004667,2024-11-13,116900,Bank Transfer,settled
P00005148,B00004668,2025-09-06,332200,Bank Transfer,settled
P00005149,B00004669,2024-11-19,134000,Points,settled
P00005150,B00004670,2025-03-10,184000,Bank Transfer,settled
P00005151,B00004671,2025-10-04,399000,Debit Card,settled
P00005152,B00004672,2025-03-10,170400,Points,settled
P00005153,B00004672,2025-03-27,-47134,Bank Transfer,refunded
P00005154,B00004673,2025-09-09,263500,Credit Card,settled
P00005155,B00004674,2024-05-07,235200,Credit Card,settled
P00005156,B00004675,2025-01-07,205800,Bank Transfer,settled
P00005157,B00004676,2025-08-09,1742000,Credit Card,settled
P00005158,B00004677,2025-04-18,1151100,Credit Card,settled
P00005159,B00004678,2024-11-17,248300,Points,settled
P00005160,B00004679,2024-08-04,339500,Credit Card,settled
P00005161,B00004680,2025-01-31,187600,Points,settled
P00005162,B00004681,2025-01-07,265200,Bank Transfer,settled
P00005163,B00004682,2025-02-12,48000,Points,settled
P00005164,B00004682,2025-03-12,-48000,Bank Transfer,refunded
P00005165,B00004683,2024-04-30,375600,Points,settled
P00005166,B00004684,2025-07-19,38400,Debit Card,settled
P00005167,B00004685,2024-10-18,33200,Debit Card,settled
P00005168,B00004686,2024-09-25,312000,Bank Transfer,settled
P00005169,B00004687,2024-11-30,182400,Debit Card,settled
P00005170,B00004688,2025-03-29,57300,Bank Transfer,settled
P00005171,B00004689,2025-04-02,376000,Bank Transfer,settled
P00005172,B00004689,2025-05-17,-376000,Points,refunded
P00005173,B00004690,2024-07-07,115800,Points,settled
P00005174,B00004691,2025-07-05,39490,Bank Transfer,settled
P00005175,B00004692,2025-09-10,211200,Points,settled
P00005176,B00004693,2024-05-25,590200,Debit Card,settled
P00005177,B00004694,2025-09-30,287600,Points,settled
P00005178,B00004695,2024-07-20,214000,Points,settled
P00005179,B00004696,2025-04-26,177600,Bank Transfer,settled
P00005180,B00004697,2025-09-25,254100,Bank Transfer,settled
P00005181,B00004698,2024-02-14,1314900,Credit Card,settled
P00005182,B00004699,2024-10-24,182600,Bank Transfer,settled
P00005183,B00004700,2024-05-04,441600,Debit Card,settled
P00005184,B00004701,2024-10-31,49500,Credit Card,settled
P00005185,B00004702,2024-06-12,269600,Debit Card,settled
P00005186,B00004703,2024-01-10,89600,Bank Transfer,settled
P00005187,B00004703,2024-02-13,-19216,Bank Transfer,refunded
P00005188,B00004704,2023-12-21,468000,Debit Card,settled
P00005189,B00004705,2024-02-22,135000,Credit Card,settled
P00005190,B00004706,2025-04-16,218800,Bank Transfer,settled
P00005191,B00004707,2024-07-05,288000,Bank Transfer,settled
P00005192,B00004708,2024-10-15,124800,Points,settled
P00005193,B00004709,2025-12-21,201600,Bank Transfer,settled
P00005194,B00004710,2025-07-08,274300,Credit Card,settled
P00005195,B00004711,2025-09-30,29000,Credit Card,settled
P00005196,B00004712,2025-06-07,853600,Debit Card,settled
P00005197,B00004712,2025-06-27,-853600,Points,refunded
P00005198,B00004713,2026-01-11,17300,Bank Transfer,settled
P00005199,B00004714,2025-04-22,874200,Bank Transfer,settled
P00005200,B00004715,2024-07-27,257400,Bank Transfer,settled
P00005201,B00004716,2024-03-07,151000,Credit Card,settled
P00005202,B00004717,2025-08-28,226800,Credit Card,settled
P00005203,B00004718,2024-07-27,188400,Bank Transfer,settled
P00005204,B00004719,2025-05-24,201300,Points,settled
P00005205,B00004720,2026-02-08,210600,Points,settled
P00005206,B00004721,2024-05-12,96744,Debit Card,settled
P00005207,B00004722,2025-10-13,115500,Credit Card,settled
P00005208,B00004723,2025-03-03,100000,Bank Transfer,settled
P00005209,B00004724,2024-05-07,204400,Bank Transfer,settled
P00005210,B00004725,2026-01-07,115881,Bank Transfer,settled
P00005211,B00004725,2026-01-23,138219,Bank Transfer,pending
P00005212,B00004726,2025-07-07,87600,Bank Transfer,settled
P00005213,B00004727,2024-09-14,70241,Debit Card,settled
P00005214,B00004727,2024-08-19,81759,Bank Transfer,pending
P00005215,B00004728,2024-12-06,1542000,Credit Card,settled
P00005216,B00004729,2024-08-05,565400,Bank Transfer,settled
P00005217,B00004730,2025-11-23,72500,Points,settled
P00005218,B00004730,2025-12-13,-12702,Points,refunded
P00005219,B00004731,2025-02-07,365200,Bank Transfer,settled
P00005220,B00004732,2025-04-14,171500,Bank Transfer,settled
P00005221,B00004733,2024-09-25,202129,Points,settled
P00005222,B00004733,2024-09-26,198271,Points,pending
P00005223,B00004734,2025-05-05,378000,Points,settled
P00005224,B00004735,2025-05-17,240300,Debit Card,settled
P00005225,B00004736,2026-01-04,45300,Bank Transfer,settled
P00005226,B00004737,2024-09-10,262800,Points,settled
P00005227,B00004738,2025-01-13,109200,Bank Transfer,settled
P00005228,B00004738,2025-02-15,-20271,Credit Card,refunded
P00005229,B00004740,2024-12-22,432900,Debit Card,settled
P00005230,B00004741,2024-07-21,160000,Points,settled
P00005231,B00004742,2025-04-28,335500,Debit Card,settled
P00005232,B00004743,2024-11-20,183600,Credit Card,settled
P00005233,B00004744,2024-07-17,141400,Bank Transfer,settled
P00005234,B00004745,2024-12-14,29400,Credit Card,settled
P00005235,B00004746,2025-12-24,419400,Credit Card,settled
P00005236,B00004747,2025-01-17,211900,Bank Transfer,settled
P00005237,B00004748,2026-01-18,15700,Bank Transfer,settled
P00005238,B00004749,2024-05-25,80400,Debit Card,settled
P00005239,B00004750,2024-05-16,157000,Debit Card,settled
P00005240,B00004751,2024-11-24,142200,Bank Transfer,settled
P00005241,B00004752,2024-02-18,635600,Bank Transfer,settled
P00005242,B00004753,2024-02-25,170000,Points,settled
P00005243,B00004755,2025-07-14,205400,Credit Card,settled
P00005244,B00004756,2025-06-04,161100,Credit Card,settled
P00005245,B00004757,2025-03-05,239400,Debit Card,settled
P00005246,B00004758,2025-03-25,224400,Credit Card,settled
P00005247,B00004759,2024-10-05,91600,Debit Card,settled
P00005248,B00004760,2024-10-21,179200,Bank Transfer,settled
P00005249,B00004761,2025-08-27,14100,Points,settled
P00005250,B00004762,2025-02-19,265200,Credit Card,settled
P00005251,B00004763,2025-09-17,12696,Bank Transfer,settled
P00005252,B00004763,2025-09-26,3304,Points,pending
P00005253,B00004764,2024-07-20,421200,Credit Card,settled
P00005254,B00004765,2025-12-25,68000,Bank Transfer,settled
P00005255,B00004766,2025-05-07,15500,Debit Card,settled
P00005256,B00004767,2025-09-01,17900,Points,settled
P00005257,B00004767,2025-10-15,-2146,Debit Card,refunded
P00005258,B00004768,2025-02-11,65600,Points,settled
P00005259,B00004769,2025-07-16,242000,Points,settled
P00005260,B00004770,2024-10-03,270000,Bank Transfer,settled
P00005261,B00004771,2024-09-13,189000,Credit Card,settled
P00005262,B00004772,2024-04-02,289900,Debit Card,settled
P00005263,B00004773,2025-07-11,469300,Bank Transfer,settled
P00005264,B00004774,2024-01-10,477400,Bank Transfer,settled
P00005265,B00004775,2025-11-13,89000,Bank Transfer,settled
P00005266,B00004776,2025-07-08,266200,Credit Card,settled
P00005267,B00004777,2024-08-02,42300,Points,settled
P00005268,B00004778,2026-01-04,222000,Points,settled
P00005269,B00004779,2024-05-19,182000,Points,settled
P00005270,B00004780,2025-03-11,253200,Debit Card,settled
P00005271,B00004781,2025-12-13,320400,Points,settled
P00005272,B00004782,2024-12-05,162900,Credit Card,settled
P00005273,B00004783,2025-09-22,1090600,Points,settled
P00005274,B00004784,2024-08-18,1062600,Points,settled
P00005275,B00004785,2024-02-04,82800,Debit Card,settled
P00005276,B00004785,2024-02-12,-10802,Bank Transfer,refunded
P00005277,B00004786,2025-10-09,244087,Credit Card,settled
P00005278,B00004786,2025-10-13,133913,Bank Transfer,pending
P00005279,B00004787,2025-04-30,239400,Points,settled
P00005280,B00004788,2024-04-22,277200,Credit Card,settled
P00005281,B00004789,2024-05-11,519300,Bank Transfer,settled
P00005282,B00004789,2024-05-28,-519300,Bank Transfer,refunded
P00005283,B00004790,2025-02-07,206100,Points,settled
P00005284,B00004791,2025-05-07,119400,Debit Card,settled
P00005285,B00004792,2024-07-14,301600,Bank Transfer,settled
P00005286,B00004793,2025-11-08,102000,Debit Card,settled
P00005287,B00004793,2025-12-10,-102000,Debit Card,refunded
P00005288,B00004795,2024-06-06,71700,Credit Card,settled
P00005289,B00004795,2024-07-26,-71700,Credit Card,refunded
P00005290,B00004796,2024-09-16,37200,Debit Card,settled
P00005291,B00004798,2024-06-16,52400,Bank Transfer,settled
P00005292,B00004799,2025-09-01,445500,Credit Card,settled
P00005293,B00004800,2026-03-29,177300,Credit Card,settled
P00005294,B00004801,2025-08-23,34200,Debit Card,settled
P00005295,B00004802,2025-12-05,32600,Credit Card,settled
P00005296,B00004803,2026-03-07,52025,Credit Card,settled
P00005297,B00004803,2026-03-17,33775,Points,pending
P00005298,B00004804,2024-06-13,46388,Debit Card,settled
P00005299,B00004804,2024-07-02,24612,Debit Card,pending
P00005300,B00004805,2024-07-20,911400,Credit Card,settled
P00005301,B00004806,2026-03-24,329100,Credit Card,settled
P00005302,B00004807,2024-05-12,196800,Debit Card,settled
P00005303,B00004808,2024-01-27,35800,Bank Transfer,settled
P00005304,B00004809,2024-10-23,124513,Points,settled
P00005305,B00004809,2024-11-19,115487,Credit Card,pending
P00005306,B00004810,2025-06-06,157600,Bank Transfer,settled
P00005307,B00004811,2025-04-24,357000,Points,settled
P00005308,B00004812,2024-08-01,76000,Bank Transfer,settled
P00005309,B00004813,2024-04-20,160800,Bank Transfer,settled
P00005310,B00004814,2024-01-15,492800,Points,settled
P00005311,B00004815,2025-04-16,229200,Bank Transfer,settled
P00005312,B00004816,2024-05-20,38919,Debit Card,settled
P00005313,B00004816,2024-04-26,12381,Credit Card,pending
P00005314,B00004817,2025-07-17,176858,Debit Card,settled
P00005315,B00004817,2025-07-27,116342,Points,pending
P00005316,B00004818,2024-01-24,526400,Points,settled
P00005317,B00004819,2024-05-20,127400,Credit Card,settled
P00005318,B00004820,2025-10-09,22400,Credit Card,settled
P00005319,B00004821,2025-05-19,1684800,Credit Card,settled
P00005320,B00004822,2024-08-01,145000,Credit Card,settled
P00005321,B00004822,2024-09-12,-145000,Bank Transfer,refunded
P00005322,B00004823,2024-08-11,413925,Bank Transfer,settled
P00005323,B00004824,2025-11-01,43833,Bank Transfer,settled
P00005324,B00004826,2025-09-08,326400,Points,settled
P00005325,B00004827,2024-05-08,351000,Debit Card,settled
P00005326,B00004828,2024-06-09,267400,Bank Transfer,settled
P00005327,B00004829,2026-02-24,826800,Points,settled
P00005328,B00004830,2024-09-18,187200,Bank Transfer,settled
P00005329,B00004831,2025-05-11,52500,Points,settled
P00005330,B00004832,2025-03-02,72800,Credit Card,settled
P00005331,B00004833,2025-05-13,170100,Debit Card,settled
P00005332,B00004834,2026-03-09,277200,Bank Transfer,settled
P00005333,B00004835,2025-12-18,17000,Credit Card,settled
P00005334,B00004836,2024-05-30,89200,Debit Card,settled
P00005335,B00004837,2024-04-29,165600,Points,settled
P00005336,B00004838,2024-04-27,122400,Points,settled
P00005337,B00004839,2024-02-15,98400,Points,settled
P00005338,B00004840,2025-08-27,216536,Points,settled
P00005339,B00004841,2025-02-13,281400,Bank Transfer,settled
P00005340,B00004842,2024-06-22,123200,Credit Card,settled
P00005341,B00004842,2024-07-25,-123200,Bank Transfer,refunded
P00005342,B00004843,2025-02-26,129600,Points,settled
P00005343,B00004844,2026-01-29,119000,Bank Transfer,settled
P00005344,B00004845,2025-06-10,119400,Points,settled
P00005345,B00004846,2024-06-07,158400,Credit Card,settled
P00005346,B00004847,2024-10-23,228200,Credit Card,settled
P00005347,B00004848,2024-10-20,96613,Debit Card,settled
P00005348,B00004849,2025-06-13,155100,Credit Card,settled
P00005349,B00004850,2024-04-21,45200,Points,settled
P00005350,B00004851,2025-11-25,131753,Points,settled
P00005351,B00004851,2025-12-22,179447,Debit Card,pending
P00005352,B00004852,2024-04-28,209000,Points,settled
P00005353,B00004853,2024-02-05,177300,Points,settled
P00005354,B00004854,2025-05-29,16300,Points,settled
P00005355,B00004855,2024-05-28,128000,Debit Card,settled
P00005356,B00004856,2024-07-19,77800,Bank Transfer,settled
P00005357,B00004857,2025-07-24,346161,Credit Card,settled
P00005358,B00004857,2025-07-15,106239,Points,pending
P00005359,B00004858,2024-11-09,178200,Credit Card,settled
P00005360,B00004859,2024-07-10,274400,Points,settled
P00005361,B00004860,2025-07-26,375000,Debit Card,settled
P00005362,B00004861,2026-01-11,215000,Credit Card,settled
P00005363,B00004862,2025-06-16,243400,Points,settled
P00005364,B00004862,2025-07-20,-243400,Credit Card,refunded
P00005365,B00004863,2025-05-16,406800,Points,settled
P00005366,B00004864,2025-02-11,231600,Debit Card,settled
P00005367,B00004865,2025-07-30,179892,Credit Card,settled
P00005368,B00004865,2025-07-13,115608,Points,pending
P00005369,B00004866,2025-03-30,216700,Points,settled
P00005370,B00004867,2024-02-09,262800,Credit Card,settled
P00005371,B00004867,2024-03-26,-262800,Debit Card,refunded
P00005372,B00004868,2025-08-22,109600,Bank Transfer,settled
P00005373,B00004869,2026-01-02,16200,Bank Transfer,settled
P00005374,B00004870,2025-05-03,666900,Points,settled
P00005375,B00004871,2025-03-26,102200,Credit Card,settled
P00005376,B00004872,2025-04-12,133000,Bank Transfer,settled
P00005377,B00004873,2024-10-30,113400,Credit Card,settled
P00005378,B00004874,2025-10-09,675000,Debit Card,settled
P00005379,B00004874,2025-11-04,-675000,Points,refunded
P00005380,B00004875,2025-08-18,82000,Debit Card,settled
P00005381,B00004876,2025-01-22,165000,Points,settled
P00005382,B00004877,2024-08-10,799425,Points,settled
P00005383,B00004878,2024-02-22,112400,Points,settled
P00005384,B00004879,2024-11-01,50700,Points,settled
P00005385,B00004880,2025-11-17,1761100,Credit Card,settled
P00005386,B00004881,2024-05-20,140400,Points,settled
P00005387,B00004882,2024-07-02,144000,Bank Transfer,settled
P00005388,B00004882,2024-08-25,-31888,Bank Transfer,refunded
P00005389,B00004883,2025-01-21,68100,Credit Card,settled
P00005390,B00004883,2025-01-29,-68100,Bank Transfer,refunded
P00005391,B00004884,2025-02-21,185900,Points,settled
P00005392,B00004885,2025-04-05,26000,Credit Card,settled
P00005393,B00004886,2025-06-15,163000,Credit Card,settled
P00005394,B00004887,2025-11-24,80800,Credit Card,settled
P00005395,B00004888,2025-07-30,708000,Debit Card,settled
P00005396,B00004889,2025-12-22,168800,Points,settled
P00005397,B00004890,2024-10-19,159200,Bank Transfer,settled
P00005398,B00004891,2024-09-27,37627,Bank Transfer,settled
P00005399,B00004891,2024-09-28,19673,Debit Card,pending
P00005400,B00004892,2025-12-09,63600,Debit Card,settled
P00005401,B00004893,2025-05-13,18700,Credit Card,settled
P00005402,B00004894,2025-01-08,484400,Bank Transfer,settled
P00005403,B00004895,2024-07-11,165600,Credit Card,settled
P00005404,B00004896,2024-10-05,124000,Bank Transfer,settled
P00005405,B00004896,2024-11-02,-124000,Bank Transfer,refunded
P00005406,B00004897,2025-08-01,63600,Debit Card,settled
P00005407,B00004898,2025-06-06,493900,Credit Card,settled
P00005408,B00004899,2024-05-13,819000,Bank Transfer,settled
P00005409,B00004900,2024-07-18,215600,Debit Card,settled
P00005410,B00004901,2026-01-15,98400,Debit Card,settled
P00005411,B00004902,2025-03-27,421400,Points,settled
P00005412,B00004903,2025-11-28,2076100,Points,settled
P00005413,B00004903,2025-12-23,-618310,Credit Card,refunded
P00005414,B00004905,2025-07-12,204000,Debit Card,settled
P00005415,B00004906,2025-11-05,547524,Debit Card,settled
P00005416,B00004907,2025-08-16,149800,Credit Card,settled
P00005417,B00004908,2024-07-23,79200,Points,settled
P00005418,B00004908,2024-09-02,-79200,Bank Transfer,refunded
P00005419,B00004909,2024-07-01,151200,Debit Card,settled
P00005420,B00004910,2025-10-02,184500,Debit Card,settled
P00005421,B00004911,2025-08-10,781300,Bank Transfer,settled
P00005422,B00004912,2025-01-06,157500,Bank Transfer,settled
P00005423,B00004913,2024-06-07,194831,Debit Card,settled
P00005424,B00004915,2025-01-15,276800,Points,settled
P00005425,B00004916,2026-02-18,62000,Debit Card,settled
P00005426,B00004917,2024-09-15,185600,Credit Card,settled
P00005427,B00004918,2024-08-05,310800,Bank Transfer,settled
P00005428,B00004919,2024-04-29,428928,Credit Card,settled
P00005429,B00004919,2024-05-24,109272,Credit Card,pending
P00005430,B00004920,2025-02-18,123820,Bank Transfer,settled
P00005431,B00004920,2025-02-28,111380,Debit Card,pending
P00005432,B00004921,2024-02-07,278600,Points,settled
P00005433,B00004922,2024-12-02,178800,Points,settled
P00005434,B00004923,2025-10-28,182400,Bank Transfer,settled
P00005435,B00004924,2025-02-19,212800,Credit Card,settled
P00005436,B00004925,2025-06-17,65600,Debit Card,settled
P00005437,B00004926,2025-12-14,102900,Points,settled
P00005438,B00004927,2025-08-17,30499,Debit Card,settled
P00005439,B00004928,2025-08-26,490100,Bank Transfer,settled
P00005440,B00004929,2024-07-30,1006600,Debit Card,settled
P00005441,B00004930,2025-05-15,90400,Credit Card,settled
P00005442,B00004931,2025-06-24,461400,Points,settled
P00005443,B00004932,2024-11-17,238800,Bank Transfer,settled
P00005444,B00004933,2025-06-22,194000,Debit Card,settled
P00005445,B00004934,2025-07-04,423000,Debit Card,settled
P00005446,B00004935,2024-06-23,155000,Credit Card,settled
P00005447,B00004936,2024-05-23,133200,Bank Transfer,settled
P00005448,B00004937,2025-12-24,1560900,Bank Transfer,settled
P00005449,B00004938,2025-08-11,58800,Debit Card,settled
P00005450,B00004939,2025-08-26,29800,Debit Card,settled
P00005451,B00004940,2025-11-24,490500,Debit Card,settled
P00005452,B00004941,2024-10-02,147000,Debit Card,settled
